antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
frozenset({'home & kitchen - Home Storage'}),frozenset({'home & kitchen - Sewing & Craft Supplies'}),0.0392,0.0352,0.0056,0.14285714285714285,4.058441558441558,0.00422016,1.1256
frozenset({'home & kitchen - Sewing & Craft Supplies'}),frozenset({'home & kitchen - Home Storage'}),0.0352,0.0392,0.0056,0.1590909090909091,4.058441558441558,0.00422016,1.142572972972973
frozenset({'home & kitchen - Sewing & Craft Supplies'}),frozenset({'appliances - Kitchen & Home Appliances'}),0.0352,0.0416,0.006666666666666667,0.1893939393939394,4.552738927738928,0.005202346666666667,1.18232523364486
frozenset({'appliances - Kitchen & Home Appliances'}),frozenset({'home & kitchen - Sewing & Craft Supplies'}),0.0416,0.0352,0.006666666666666667,0.16025641025641027,4.552738927738928,0.005202346666666667,1.1489221374045802
frozenset({'appliances - Refrigerators'}),frozenset({'home & kitchen - Sewing & Craft Supplies'}),0.047466666666666664,0.0352,0.006933333333333333,0.14606741573033707,4.1496424923391215,0.0052625066666666664,1.1298315789473685
frozenset({'home & kitchen - Sewing & Craft Supplies'}),frozenset({'appliances - Refrigerators'}),0.0352,0.047466666666666664,0.006933333333333333,0.19696969696969696,4.1496424923391215,0.0052625066666666664,1.1861735849056605
frozenset({'appliances - Refrigerators'}),frozenset({'appliances - Washing Machines'}),0.047466666666666664,0.038933333333333334,0.014133333333333333,0.29775280898876405,7.647760504848391,0.012285297777777777,1.3685589333333332
frozenset({'appliances - Washing Machines'}),frozenset({'appliances - Refrigerators'}),0.038933333333333334,0.047466666666666664,0.014133333333333333,0.363013698630137,7.647760504848392,0.012285297777777777,1.4953749103942653
frozenset({'appliances - Washing Machines'}),frozenset({'appliances - Kitchen & Home Appliances'}),0.038933333333333334,0.0416,0.0104,0.2671232876712329,6.421232876712329,0.008780373333333332,1.3077233644859814
frozenset({'appliances - Kitchen & Home Appliances'}),frozenset({'appliances - Washing Machines'}),0.0416,0.038933333333333334,0.0104,0.25,6.421232876712328,0.008780373333333332,1.2814222222222222
frozenset({'appliances - Washing Machines'}),frozenset({'appliances - Heating & Cooling Appliances'}),0.038933333333333334,0.046933333333333334,0.011466666666666667,0.2945205479452055,6.275295765877958,0.009639395555555555,1.3509488673139158
frozenset({'appliances - Heating & Cooling Appliances'}),frozenset({'appliances - Washing Machines'}),0.046933333333333334,0.038933333333333334,0.011466666666666667,0.24431818181818182,6.275295765877957,0.009639395555555555,1.2717874686716792
frozenset({'appliances - Washing Machines'}),frozenset({'home & kitchen - Home Improvement'}),0.038933333333333334,0.04346666666666667,0.005866666666666667,0.1506849315068493,3.4666778720900915,0.004174364444444445,1.1262408602150538
frozenset({'home & kitchen - Home Improvement'}),frozenset({'appliances - Washing Machines'}),0.04346666666666667,0.038933333333333334,0.005866666666666667,0.13496932515337423,3.4666778720900915,0.004174364444444445,1.111020330969267
frozenset({'appliances - Washing Machines'}),frozenset({'home & kitchen - Kitchen & Dining'}),0.038933333333333334,0.0536,0.005066666666666666,0.13013698630136986,2.427928848906154,0.0029798399999999997,1.0879874015748032
frozenset({'home & kitchen - Kitchen & Dining'}),frozenset({'appliances - Washing Machines'}),0.0536,0.038933333333333334,0.005066666666666666,0.09452736318407959,2.427928848906154,0.0029798399999999997,1.061397802197802
frozenset({'appliances - Refrigerators'}),frozenset({'appliances - Kitchen & Home Appliances'}),0.047466666666666664,0.0416,0.016533333333333334,0.34831460674157305,8.37294727744166,0.01455872,1.470648275862069
frozenset({'appliances - Kitchen & Home Appliances'}),frozenset({'appliances - Refrigerators'}),0.0416,0.047466666666666664,0.016533333333333334,0.39743589743589747,8.37294727744166,0.01455872,1.5808000000000002
frozenset({'home & kitchen - Home Improvement'}),frozenset({'appliances - Kitchen & Home Appliances'}),0.04346666666666667,0.0416,0.0056,0.12883435582822086,3.0969797074091554,0.0037917866666666664,1.1001352112676057
frozenset({'appliances - Kitchen & Home Appliances'}),frozenset({'home & kitchen - Home Improvement'}),0.0416,0.04346666666666667,0.0056,0.1346153846153846,3.096979707409155,0.0037917866666666664,1.1053274074074073
frozenset({'appliances - Heating & Cooling Appliances'}),frozenset({'appliances - Kitchen & Home Appliances'}),0.046933333333333334,0.0416,0.0152,0.32386363636363635,7.785183566433567,0.013247573333333333,1.4174655462184875
frozenset({'appliances - Kitchen & Home Appliances'}),frozenset({'appliances - Heating & Cooling Appliances'}),0.0416,0.046933333333333334,0.0152,0.3653846153846154,7.785183566433567,0.013247573333333333,1.5018020202020201
frozenset({'home & kitchen - Indoor Lighting'}),frozenset({'appliances - Kitchen & Home Appliances'}),0.0416,0.0416,0.0056,0.1346153846153846,3.23594674556213,0.00386944,1.1074844444444445
frozenset({'appliances - Kitchen & Home Appliances'}),frozenset({'home & kitchen - Indoor Lighting'}),0.0416,0.0416,0.0056,0.1346153846153846,3.23594674556213,0.00386944,1.1074844444444445
frozenset({'home & kitchen - Kitchen Storage & Containers'}),frozenset({'home & kitchen - Kitchen & Dining'}),0.055466666666666664,0.0536,0.018666666666666668,0.33653846153846156,6.27870264064294,0.015693653333333335,1.426457971014493
frozenset({'home & kitchen - Kitchen & Dining'}),frozenset({'home & kitchen - Kitchen Storage & Containers'}),0.0536,0.055466666666666664,0.018666666666666668,0.3482587064676617,6.27870264064294,0.015693653333333335,1.4492458015267176
frozenset({'home & kitchen - Bedroom Linen'}),frozenset({'appliances - Heating & Cooling Appliances'}),0.03866666666666667,0.046933333333333334,0.008,0.20689655172413793,4.408307210031348,0.006185244444444444,1.2016927536231883
frozenset({'appliances - Heating & Cooling Appliances'}),frozenset({'home & kitchen - Bedroom Linen'}),0.046933333333333334,0.03866666666666667,0.008,0.17045454545454547,4.4083072100313485,0.006185244444444444,1.1588675799086758
frozenset({'home & kitchen - Bedroom Linen'}),frozenset({'appliances - Refrigerators'}),0.03866666666666667,0.047466666666666664,0.005866666666666667,0.15172413793103448,3.1964354901201086,0.004031288888888889,1.1229051490514905
frozenset({'appliances - Refrigerators'}),frozenset({'home & kitchen - Bedroom Linen'}),0.047466666666666664,0.03866666666666667,0.005866666666666667,0.12359550561797754,3.1964354901201086,0.004031288888888889,1.0969059829059828
frozenset({'home & kitchen - Bedroom Linen'}),frozenset({'appliances - Kitchen & Home Appliances'}),0.03866666666666667,0.0416,0.0056,0.14482758620689654,3.4814323607427053,0.003991466666666667,1.1207096774193548
frozenset({'appliances - Kitchen & Home Appliances'}),frozenset({'home & kitchen - Bedroom Linen'}),0.0416,0.03866666666666667,0.0056,0.1346153846153846,3.4814323607427053,0.003991466666666667,1.1108740740740741
frozenset({'home & kitchen - Bedroom Linen'}),frozenset({'home & kitchen - Home Improvement'}),0.03866666666666667,0.04346666666666667,0.005066666666666666,0.13103448275862067,3.0145969959805368,0.003385955555555555,1.1007724867724868
frozenset({'home & kitchen - Home Improvement'}),frozenset({'home & kitchen - Bedroom Linen'}),0.04346666666666667,0.03866666666666667,0.005066666666666666,0.1165644171779141,3.014596995980537,0.003385955555555555,1.088175925925926
frozenset({'home & kitchen - Indoor Lighting'}),frozenset({'home & kitchen - Bedroom Linen'}),0.0416,0.03866666666666667,0.007733333333333333,0.1858974358974359,4.8076923076923075,0.0061248,1.1808503937007875
frozenset({'home & kitchen - Bedroom Linen'}),frozenset({'home & kitchen - Indoor Lighting'}),0.03866666666666667,0.0416,0.007733333333333333,0.19999999999999998,4.8076923076923075,0.0061248,1.198
